title,details_url,start_date,end_date,start_time,end_time,venue_text,category,host,location,address,nor_url,si_url,results_url,other_docs,description,contact,organiser,sas_event_id,external_host,external_event_id,is_past
KZN Team Sailing Social,https://www.sailing.org.za/events/50380,2020-05-09,2020-05-09,10:00,16:00,Henley Midmar Yacht Club,National Championships,,,,,,,,,,,50380,,,True
KZN Team Sailing League,https://www.sailing.org.za/events/50389,2020-05-10,2020-05-10,09:00,17:00,Henley Midmar Yacht Club,Team Sailing Events,,,,,,,,,,,50389,,,True
SASKZN Inter varsity Team Sailing,https://www.sailing.org.za/events/44605,2020-05-18,2020-05-19,08:00,15:00,Henley Midmar Yacht Club,Dinghy Event,,,,,,,,,,,44605,,,True
Growing Sailing Series | Retaining Sailors,https://www.sailing.org.za/events/66707,2020-06-11,2020-06-11,18:00,19:00,Zoom Meeting ID: 817 9547 5136,,,,,,,,,,,,66707,,,True
SASKZN Grandslam - Durban,https://www.sailing.org.za/events/44606,2020-06-13,2020-06-14,08:00,15:00,Royal Natal Yacht Club,Dinghy Event,,,,,,,,,,,44606,,,True
Growing Sailing Series | Pathways,https://www.sailing.org.za/events/67771,2020-06-25,2020-06-25,18:00,19:00,Zoom Meeting ID: 817 9547 5136,,,,,,,,,,,,67771,,,True
Expression of interest 2020-2021 Youth Worlds Selection,https://www.sailing.org.za/events/66093,2020-06-30,2020-06-30,00:00,23:45,South African Sailing,Youth Events,,,,,,,,,,,66093,,,True
Expression of interest 2022 Youth Worlds Selection,https://www.sailing.org.za/events/108626,2020-07-01,2022-01-31,00:00,23:45,South African Sailing,Youth Events,,,,,,,,,,,108626,,,True
Regatta and Race Management Course,https://www.sailing.org.za/events/68659,2020-07-09,2020-07-30,18:00,23:00,South African Sailing,Training,,,,,,,,,,,68659,,,True
Growing Sailing Series | Women in Sailing,https://www.sailing.org.za/events/69147,2020-07-16,2020-07-16,18:00,19:00,Zoom Meeting ID: 817 9547 5136,,,,,,,,,,,,69147,,,True
Growing Sailing Series | Para Sailing,https://www.sailing.org.za/events/69148,2020-08-13,2020-08-13,18:00,19:00,Zoom Meeting ID: 896 6585 8918,,,,,,,,,,,,69148,,,True
SA Sailing National AGM,https://www.sailing.org.za/events/70864,2020-08-22,2020-08-22,13:00,14:00,Zoom Meeting ID: 817 9547 5136,,,,,,,,,,,,70864,,,True
Southern Charter Class #1,https://www.sailing.org.za/events/44258,2020-09-05,2020-09-06,08:00,15:00,Zeekoe Vlei Yacht Club,Dinghy Event,,,,,,,,,,,44258,,,True
SA Sailing Instructor Course-Keelboat Bolt-on- I-KB RCYCSA0920,https://www.sailing.org.za/events/58344,2020-09-24,2020-09-27,08:00,16:30,Royal Cape Yacht Club,Training,,,,,,,,,,,58344,,,True
SA Sailing Instructor Course-Keelboat -I-K RCYCSA0920,https://www.sailing.org.za/events/75172,2020-09-24,2020-09-27,08:00,16:30,Royal Cape Yacht Club,Training,,,,,,,,,,,75172,,,True
SA Sailing Instructors Refresher Course,https://www.sailing.org.za/events/75164,2020-09-24,2020-09-27,08:00,16:00,Royal Cape Yacht Club,Training,,,,,,,,,,,75164,,,True
FBYC Spring Regatta,https://www.sailing.org.za/events/44413,2020-09-24,2020-09-27,08:00,15:00,False Bay Yacht Club,Keel Boat Event,,,,,,,,,,,44413,,,True
420 Nationals 2020,https://www.sailing.org.za/events/76344,2020-09-24,2020-09-27,08:00,15:00,Milnerton Aquatic Club,National Championships,,,,,,,,,,,76344,,,True
Safety Boat Operators Course SBZVYC1020,https://www.sailing.org.za/events/56170,2020-10-17,2020-10-18,08:00,16:00,Zeekoevlei Yacht Club Sailing Centre,Training,,,,,,,,,,,56170,,,True
Tour De Vlei,https://www.sailing.org.za/events/44414,2020-10-17,2020-10-18,08:00,15:00,Vogelvlei Yacht Club,Dinghy Event,,,,,,,,,,,44414,,,True
SASKZN Grandslam - Durban,https://www.sailing.org.za/events/77884,2020-10-17,2020-10-18,08:00,15:00,Point Yacht Club,Dinghy Event,,,,,,,,,,,77884,,,True
Sailing Management Webinar,https://www.sailing.org.za/events/78700,2020-10-21,2020-10-21,19:00,20:00,South African Sailing,Training,,,,,,,,,,,78700,,,True
2020 Formula One Class Nationals,https://www.sailing.org.za/events/78258,2020-10-23,2020-10-25,08:00,16:00,Deneysville Aquatic Club,National Championships,,,,,,,,,,,78258,,,True
2020 North West Championships,https://www.sailing.org.za/events/66757,2020-10-24,2020-10-25,09:00,16:00,Boskop Yacht Club,Regional Championships,,,,,,,,,,,66757,,,True
Optimist Sailing SA - 2020 WC Optimist Class Championships,https://www.sailing.org.za/events/76459,2020-10-24,2020-10-25,12:00,16:00,Saldanha Bay Yacht Club,Regional Championships,,,,,,,,,,,76459,,,True
2020 Dolphin Class Nationals &amp; Finn TIger Cup,https://www.sailing.org.za/events/78259,2020-10-24,2020-10-25,08:00,16:00,Pretoria Sailing Club,National Championships,,,,,,,,,,,78259,,,True
2020 WC Optimist Class Championships,https://www.revolutionise.com.au/optimistca/events/75789,2020-10-24,2020-10-25,12:00,16:00,Saldanha Bay Yacht Club,,,,,,,,,,,,,revolutionise,75789,True
SA Sailing Instructor Course Dinghy- ISSW-1020-D,https://www.sailing.org.za/events/76759,2020-10-26,2020-10-29,09:00,17:30,SuperSail Wilderness,Training,,,,,,,,,,,76759,,,True
J22 Class Association South Africa - 2020 J22 Class National Championships,https://www.sailing.org.za/events/78031,2020-11-06,2020-11-08,08:00,16:00,Deneysville Aquatic Club,National Championships,,,,,,,,,,,78031,,,True
Introduction to Sailwave Scoring Software,https://www.sailing.org.za/events/80194,2020-11-14,2020-11-14,08:30,12:00,Point Yacht Club,National Championships,,,,,,,,,,,80194,,,True
ANOCA ONLINE AFRICA ATHLETES FORUM: 17 NOVEMBER 2020,https://www.sailing.org.za/events/81608,2020-11-17,2020-11-17,15:00,17:00,ANOCA Online Forum,,,,,,,,,,,,81608,,,True
Westcoast Offshore Regatta,https://www.sailing.org.za/events/44416,2020-11-21,2020-11-23,08:00,15:00,Royal Cape Yacht Club,Regional Championships,,,,,,,,,,,44416,,,True
Henley Midmar Yacht Club - SA Sailing KZN Laser and Halcat Regional Championships 2020,https://www.sailing.org.za/events/79502,2020-11-21,2020-11-22,09:30,16:30,Henley Midmar Yacht Club,Regional Championships,,,,,,,,,,,79502,,,True
SA Sailing KZN Laser and Halcat Regional Championships 2020,https://www.hmyc.org.za/events/79354,2020-11-21,2020-11-22,09:30,16:30,Henley Midmar Yacht Club,Regional Championships,,,,,,,,,,,,www_hmyc_org_za,79354,True
Community Online talks: A Webinar on the,https://www.sailing.org.za/events/80198,2020-11-26,2020-11-26,19:00,20:00,South African Sailing,,,,,,,,,,,,80198,,,True
NR -Safety Boat Operators Course SBSSA1120,https://www.sailing.org.za/events/58339,2020-11-28,2020-11-29,09:00,16:30,Sailing SA Training Centre,Training,,,,,,,,,,,58339,,,True
NR -SA Sailing Instructor Course - ISSA0220-D,https://www.sailing.org.za/events/81022,2020-11-30,2020-12-03,09:00,17:30,Sailing SA Training Centre,Training,,,,,,,,,,,81022,,,True
KZN-Safety Boat Operators Course SBMSS1220,https://www.sailing.org.za/events/81021,2020-12-05,2020-12-06,08:00,16:00,Midlands Sailing School,Training,,,,,,,,,,,81021,,,True
Southern Charter Classic # 2,https://www.sailing.org.za/events/44259,2020-12-05,2020-12-06,08:00,15:00,Theewater Sports Club,Dinghy Event,,,,,,,,,,,44259,,,True
Extra Class Nationals,https://www.sailing.org.za/events/83074,2020-12-11,2020-12-13,08:00,15:00,Zeekoe Vlei Yacht Club,National Championships,,,,,,,,,,,83074,,,True
2020 Lipton Challenge,https://www.sailing.org.za/events/68045,2020-12-16,2020-12-20,08:00,15:00,Saldanha Bay Yacht Club,Keel Boat Event,,,,,,,,,,,68045,,,True
Laser Association of South Africa - 2020 South African Laser Class National Championships,https://www.sailing.org.za/events/80680,2020-12-17,2020-12-20,08:00,17:00,Stillbaai Yacht Club,National Championships,,,,,,,,,,,80680,,,True
2020 South African Laser Class National Championships,https://www.laser.org.za/events/80678,2020-12-17,2020-12-20,08:00,17:00,Stillbaai Yacht Club,National Championships,,,,,,,,,,,,laser_org_za,80678,True
Hobie 16 Nationals,https://www.sailing.org.za/events/80938,2020-12-17,2020-12-20,08:00,15:00,Plettenberg Bay,National Championships,,,,,,,,,,,80938,,,True
St Helena Race Start,https://www.sailing.org.za/events/44417,2020-12-26,2020-12-26,08:00,12:00,False Bay Yacht Club,National Championships,,,,,,,,,,,44417,,,True
Dabchick Nationals,https://www.sailing.org.za/events/83169,2020-12-30,2021-01-03,08:00,15:00,George Lakes Yacht Club,National Championships,,,,,,,,,,,83169,,,True
Flying 15 Nationals,https://www.sailing.org.za/events/83073,2020-12-31,2020-12-31,00:00,23:45,Point Yacht Club,National Championships,,,,,,,,,,,83073,,,True
Application for Renewal of Instructor / Coach Accreditation(s),https://www.sailing.org.za/events/83709,2021-01-01,2025-10-28,09:00,09:00,South African Sailing,Training,,,,,,,,,,,83709,,,True
Application: Day Skipper Sailing with School Examination,https://www.sailing.org.za/events/80775,2021-01-01,2021-04-15,00:00,00:00,South African Sailing,,,,,,,,,,,,80775,,,True
Optimist Sailing SA - 2020 Optimist Class National championships,https://www.sailing.org.za/events/82705,2021-01-04,2021-01-08,10:00,16:00,Zululand Yacht Club,National Championships,,,,,,,,,,,82705,,,True
2020 Optimist Class National championships,https://www.revolutionise.com.au/optimistca/events/82501,2021-01-04,2021-01-08,10:00,16:00,Zululand Yacht Club,National Championships,,,,,,,,,,,,revolutionise,82501,True
RS Tera Class National Championships,https://www.sailing.org.za/events/85573,2021-01-10,2021-01-12,09:00,16:45,Zululand Yacht Club Sailing Centre,National Championships,,,,,,,,,,,85573,,,True
Sonnet National Championship,https://www.sailing.org.za/events/44260,2021-01-15,2021-01-17,08:00,15:00,Zeekoe Vlei Yacht Club,National Championships,,,,,,,,,,,44260,,,True
Port Owen River Race,https://www.sailing.org.za/events/44419,2021-01-23,2021-01-24,08:00,15:00,Port Owen Yacht Club,Keel Boat Event,,,,,,,,,,,44419,,,True
Cape Classic # 3,https://www.sailing.org.za/events/44261,2021-02-13,2021-02-14,08:00,15:00,Hermanus Yacht Club,,,,,,,,,,,,44261,,,True
Mykonos Offshore Race,https://www.sailing.org.za/events/78814,2021-02-19,2021-02-19,08:00,20:00,Royal Cape Yacht Club,Keel Boat Event,,,,,,,,,,,78814,,,True
KZN SA Sailing Instructor Course - IMSS0121-D,https://www.sailing.org.za/events/82307,2021-03-02,2021-03-05,09:00,17:30,Midlands Sailing School,Training,,,,,,,,,,,82307,,,True
Admirals Regatta,https://www.sailing.org.za/events/78810,2021-03-05,2021-03-07,08:00,15:00,Hout Bay Yacht Club,Keel Boat Event,,,,,,,,,,,78810,,,True
Gauteng Inter Schools Team Sailing,https://www.sailing.org.za/events/82310,2021-03-06,2021-03-07,09:00,16:00,Victoria Lake Club,,,,,,,,,,,,82310,,,True
SA Sailing Senior Instructor Course-SIMSS0121,https://www.sailing.org.za/events/82308,2021-03-07,2021-03-11,09:00,17:00,Midlands Sailing School,Training,,,,,,,,,,,82308,,,True
Eden- Safety Boat Operators Course,https://www.sailing.org.za/events/82304,2021-03-13,2021-03-14,08:00,16:00,The Skippers Foundation,Training,,,,,,,,,,,82304,,,True
WC Safety Boat Operators Course,https://www.sailing.org.za/events/83708,2021-03-13,2021-03-14,08:00,16:00,Sailing Academy,Training,,,,,,,,,,,83708,,,True
Hobie Tiger Nationals,https://www.sailing.org.za/events/91612,2021-03-18,2021-03-21,08:00,15:00,Langebaan Yacht Club,National Championships,,,,,,,,,,,91612,,,True
Halcat Nationals,https://www.sailing.org.za/events/92621,2021-03-19,2021-03-21,08:00,15:00,Highveld Sailing Club,National Championships,,,,,,,,,,,92621,,,True
Henley Midmar Yacht Club - SA Sailing KZN Hunter Regional Championships,https://www.sailing.org.za/events/94112,2021-03-20,2021-03-22,09:30,16:30,Henley Midmar Yacht Club,National Championships,,,,,,,,,,,94112,,,True
SA Sailing KZN Hunter Regional Championships,https://www.hmyc.org.za/events/88207,2021-03-20,2021-03-22,09:30,16:30,Henley Midmar Yacht Club,Regional Championships,,,,,,,,,,,,www_hmyc_org_za,88207,True
Eastern Cape Provincial Championships,https://www.sailing.org.za/events/82496,2021-03-20,2021-03-22,08:00,15:00,East London Yacht Club,Regional Championships,,,,,,,,,,,82496,,,True
Dart 18 Single Handed Nationals,https://www.sailing.org.za/events/89977,2021-03-20,2021-03-22,08:00,15:00,Stilbaai Yacht Club,National Championships,,,,,,,,,,,89977,,,True
Finn Nationals 2020,https://www.sailing.org.za/events/92838,2021-03-20,2021-03-22,08:00,15:00,George Lakes Yacht Club,National Championships,,,,,,,,,,,92838,,,True
NR Safety Boat Operators Course,https://www.sailing.org.za/events/82303,2021-03-20,2021-03-21,08:00,16:00,Sailing SA Training Centre,Training,,,,,,,,,,,82303,,,True
SASKZN GRAND SLAM REGATTA - RICHARDS BAY,https://www.sailing.org.za/events/94299,2021-03-27,2021-03-28,10:00,15:30,Zululand Yacht Club Sailing Centre,,,,,,,,,,,,94299,,,True
Sail Cape Town,https://www.sailing.org.za/events/78812,2021-03-27,2021-03-28,08:00,15:00,Royal Cape Yacht Club,Keel Boat Event,,,,,,,,,,,78812,,,True
TYC Sailing Centre - North West Open Dinghy Championships,https://www.sailing.org.za/events/94460,2021-03-27,2021-03-28,09:00,15:00,Transvaal Yacht Club,,,,,,,,,,,,94460,,,True
North West Open Dinghy Championships,https://www.revolutionise.com.au/tycsailing/events/94004,2021-03-27,2021-03-28,09:00,15:00,Transvaal Yacht Club,,,,,,,,,,,,,revolutionise,94004,True
"Application: Skipper&#039;s Ticket (SA Sailing Exams, ICC&#039;s, CASA Conversions or Replacement/Lost)",https://www.sailing.org.za/events/63785,2021-04-01,2022-03-31,00:00,23:45,South African Sailing,,,,,,,,,,,,63785,,,True
Certificate of Listing,https://www.sailing.org.za/events/96300,2021-04-01,2022-03-31,00:00,23:45,South African Sailing,,,,,,,,,,,,96300,,,True
LASA (Laser Association of South Africa) - 2021 ILCA Western Cape Championships,https://www.sailing.org.za/events/95322,2021-04-02,2021-04-05,12:00,17:00,Hermanus Yacht Club,Regional Championships,,,,,,,,,,,95322,,,True
2021 ILCA Western Cape Championships,https://www.laser.org.za/events/94465,2021-04-02,2021-04-05,12:00,17:00,Hermanus Yacht Club,,,,,,,,,,,,,laser_org_za,94465,True
Zeekoe Vlei Yacht Club - 2021 WC Champs - Optimist &amp; Dabchick,https://www.sailing.org.za/events/95215,2021-04-02,2021-04-05,11:00,16:00,Zeekoe Vlei Yacht Club,Regional Championships,,,,,,,,,,,95215,,,True
2021 WC Champs - Optimist &amp; Dabchick,https://www.revolutionise.com.au/zeekoevleiyc/events/94280,2021-04-02,2021-04-05,11:00,16:00,Zeekoe Vlei Yacht Club,,,,,,,,,,,,,revolutionise,94280,True
2021 Optimist Selection Event,https://www.revolutionise.com.au/optimistca/events/95327,2021-04-02,2021-04-05,09:00,15:00,Zeekoevlei Yacht Club,,,,,,,,,,,,,revolutionise,95327,True
"Flying 15, 505 &amp; Hobie 14 Nationals",https://www.sailing.org.za/events/91747,2021-04-02,2021-04-04,08:00,15:00,Point Yacht Club,National Championships,,,,,,,,,,,91747,,,True
Henley Midmar Yacht Club - SA Sailing KZN Soling Championships 2020,https://www.sailing.org.za/events/80681,2021-04-03,2021-04-05,09:30,16:30,Henley Midmar Yacht Club,Regional Championships,,,,,,,,,,,80681,,,True
SA Sailing Soling Regional Regatta  2021,https://www.hmyc.org.za/events/80440,2021-04-03,2021-04-05,09:30,16:30,Henley Midmar Yacht Club,,,,,,,,,,,,,www_hmyc_org_za,80440,True
Henley Midmar Yacht Club - SA Sailing Hunter National Championships,https://www.sailing.org.za/events/95321,2021-04-24,2021-04-27,09:30,16:30,Henley Midmar Yacht Club,National Championships,,,,,,,,,,,95321,,,True
SA Sailing Hunter National Championships,https://www.hmyc.org.za/events/88208,2021-04-24,2021-04-27,09:30,16:30,Henley Midmar Yacht Club,National Championships,,,,,,,,,,,,www_hmyc_org_za,88208,True
Eastern Cape Championships 2021,https://www.sailing.org.za/events/94834,2021-04-24,2021-04-27,08:00,15:00,East London Yacht Club,Regional Championships,,,,,,,,,,,94834,,,True
Pretoria Sailing Club Charity Regatta,https://www.sailing.org.za/events/96302,2021-04-24,2021-04-27,08:00,15:00,Pretoria Sailing Club,Dinghy Event,,,,,,,,,,,96302,,,True
RS Tera Nationals,https://www.sailing.org.za/events/92620,2021-04-24,2021-04-26,08:00,15:00,Zululand Yacht Club Sailing Centre,National Championships,,,,,,,,,,,92620,,,True
Northern Region AGM &amp; Prize Giving,https://www.sailing.org.za/events/100069,2021-04-26,2021-04-26,08:00,16:45,Victoria Lake Club,,,,,,,,,,,,100069,,,True
DF95 - Regional Championship,https://www.sailing.org.za/events/100146,2021-05-01,2021-05-02,08:30,16:00,Henley Midmar Yacht Club,,,,,,,,,,,,100146,,,True
Presidents Cup (GrandPrix 01),https://www.sailing.org.za/events/100066,2021-05-01,2021-05-02,09:55,10:00,Deneysville Aquatic Club,National Championships,,,,,,,,,,,100066,,,True
Safety Boat Operators Course,https://www.sailing.org.za/events/100617,2021-05-05,2021-05-05,08:00,16:00,Milnerton Aquatic Club,Training,,,,,,,,,,,100617,,,True
National Race Officer and Management Workshop,https://www.sailing.org.za/events/100065,2021-05-14,2021-05-14,18:00,20:00,Royal Cape Yacht Club,Training,,,,,,,,,,,100065,,,True
VLC Winter Challenge and Youth Regatta,https://www.sailing.org.za/events/100067,2021-05-15,2021-05-16,10:00,16:30,Victoria Lake Club,Dinghy Event,,,,,,,,,,,100067,,,True
Vasco Da Gama Ocean Race 2021,https://www.sailing.org.za/events/78124,2021-05-20,2021-05-23,09:55,10:00,Club de Naval,Keel Boat Event,,,,,,,,,,,78124,,,True
Tour De Vlei,https://www.sailing.org.za/events/100074,2021-06-05,2021-06-05,08:00,15:00,Vaal Cruising Association,Keel Boat Event,,,,,,,,,,,100074,,,True
SA Sailing WC AGM,https://www.sailing.org.za/events/100615,2021-06-07,2021-06-07,18:00,19:00,Details,Meetings,,,,,,,,,,,100615,,,True
SA Sailing Diveristy and Inclusion Workshop,https://www.sailing.org.za/events/102227,2021-06-10,2021-06-17,18:00,20:30,Details,,,,,,,,,,,,102227,,,True
TSL - MAC,https://www.sailing.org.za/events/102910,2021-06-12,2021-06-12,08:00,15:00,Milnerton Aquatic Club,Team Sailing Events,,,,,,,,,,,102910,,,True
Safety Boat Operators Course,https://www.sailing.org.za/events/104558,2021-06-15,2021-06-16,09:00,16:30,Knysna Yacht Club,Training,,,,,,,,,,,104558,,,True
SA Sailing NR AGM,https://www.sailing.org.za/events/100884,2021-06-19,2021-06-19,16:30,17:30,Victoria Lake Club,,,,,,,,,,,,100884,,,True
SA Sailing EC AGM,https://www.sailing.org.za/events/100616,2021-06-19,2021-06-19,14:00,15:00,Redhouse Yacht Club,Meetings,,,,,,,,,,,100616,,,True
SA Sailing KZN AGM,https://www.sailing.org.za/events/104570,2021-06-19,2021-06-19,10:00,11:00,"id=""toggleOptions_104570"" data-toggle=""dropdown"" aria-haspopup=""true""",Meetings,,,,,,,,,,,104570,,,True
SA Sailing Diveristy and Inclusion Workshop,https://www.sailing.org.za/events/102228,2021-06-24,2021-07-01,18:00,20:30,Details,,,,,,,,,,,,102228,,,True
Optimist  - Optimist Winter series regatta,https://www.sailing.org.za/events/105328,2021-06-26,2021-06-26,10:00,16:00,Point Yacht Club,,,,,,,,,,,,105328,,,True
SA Sailing Diveristy and Inclusion Workshop,https://www.sailing.org.za/events/102229,2021-07-08,2021-07-15,18:00,20:30,Details,Training,,,,,,,,,,,102229,,,True
Sailing SA Sail Training Centre - Safety Boat Operators Course,https://www.sailing.org.za/events/106731,2021-07-10,2021-07-11,09:00,16:00,Stilbaai Yacht Club,Training,,,,,,,,,,,106731,,,True
Safety Boat Operators Course,https://www.revolutionise.com.au/sailingsatc/events/106133,2021-07-10,2021-07-11,09:00,16:00,[MARKED TO DELETE] (Marked to delete) Sailing SA Sail,Training,,,,,,,,,,,,revolutionise,106133,True
2021 J22 KZN provincial championships-MSC week,https://www.j22.co.za/events/104263,2021-07-12,2021-07-16,00:00,17:00,Point Yacht Club,,,,,,,,,,,,,www_j22_co_za,104263,True
TYC Sailing Centre - 2021 Interclub Keelboat Youth Championships,https://www.sailing.org.za/events/102002,2021-07-15,2021-07-18,08:00,15:00,Transvaal Yacht Club,,,,,,,,,,,,102002,,,True
***POSTPONED*** 2021 Interclub Keelboat Youth Championships,https://www.revolutionise.com.au/tycsailing/events/101677,2021-07-15,2021-07-18,08:00,15:00,Transvaal Yacht Club,,,,,,,,,,,,,revolutionise,101677,True
Sailing SA Sail Training Centre - Safety Boat Operators Course,https://www.sailing.org.za/events/106733,2021-07-17,2021-07-18,09:00,16:00,Stilbaai Yacht Club,Training,,,,,,,,,,,106733,,,True
Safety Boat Operators Course,https://www.revolutionise.com.au/sailingsatc/events/106635,2021-07-17,2021-07-18,09:00,16:00,[MARKED TO DELETE] (Marked to delete) Sailing SA Sail,Training,,,,,,,,,,,,revolutionise,106635,True
J22 Class Association South Africa - 2021 J22 Class Provincial championships,https://www.sailing.org.za/events/107827,2021-08-07,2021-08-09,00:00,18:00,Deneysville Aquatic Club,,,,,,,,,,,,107827,,,True
2021 J22 Class Provincial championships,https://www.j22.co.za/events/104262,2021-08-07,2021-08-09,00:00,18:00,Deneysville Aquatic Club,,,,,,,,,,,,,www_j22_co_za,104262,True
SASKZN Grand slam regatta -  Henley Midmar Yacht Club,https://www.sailing.org.za/events/108985,2021-08-07,2021-08-09,10:00,15:30,Henley Midmar Yacht Club,,,,,,,,,,,,108985,,,True
SASNR Combined Keelboat  Provincials,https://www.sailing.org.za/events/100076,2021-08-07,2021-08-09,10:00,15:00,Deneysville Aquatic Club,,,,,,,,,,,,100076,,,True
TSL - MAC,https://www.sailing.org.za/events/109119,2021-08-07,2021-08-07,08:00,15:00,Milnerton Aquatic Club,Training,,,,,,,,,,,109119,,,True
Lipton Cup Challenge,https://www.sailing.org.za/events/99693,2021-08-15,2021-08-21,08:00,15:00,Royal Cape Yacht Club,Keel Boat Event,,,,,,,,,,,99693,,,True
SA Sailing Diveristy and Inclusion Workshop,https://www.sailing.org.za/events/110417,2021-08-19,2021-08-19,18:00,20:30,Details,,,,,,,,,,,,110417,,,True
Victoria Lake Club - SASNR Optimist and Dabchick class provincials,https://www.sailing.org.za/events/110571,2021-08-21,2021-08-22,10:00,17:00,Victoria Lake Club,,,,,,,,,,,,110571,,,True
SASNR Optimist and Dabchick class provincials,https://www.revolutionise.com.au/victorialake/events/110560,2021-08-21,2021-08-22,10:00,17:00,Victoria Lake Club,,,,,,,,,,,,,revolutionise,110560,True
NR Optimist and Dabchick Provincial Championships,https://www.sailing.org.za/events/109164,2021-08-21,2021-08-22,08:00,15:00,Victoria Lake Club,Regional Championships,,,,,,,,,,,109164,,,True
2021 EUROSAF Mixed Two-Person ALILAURO Offshore European Championship,https://www.sailing.org.za/events/106616,2021-08-26,2021-09-26,08:00,15:00,Yacht Club Italiano,,,,,,,,,,,,106616,,,True
Introduction to Sailwave Scoring Software,https://www.sailing.org.za/events/110914,2021-08-28,2021-08-28,08:30,12:00,Point Yacht Club,Training,,,,,,,,,,,110914,,,True
SA Sailing National AGM,https://www.sailing.org.za/events/109171,2021-08-31,2021-08-31,18:00,19:00,Details,,,,,,,,,,,,109171,,,True
The Skipper Foundation - Learn to Sail Participants Level 1,https://www.sailing.org.za/events/132973,2021-09-01,2021-10-15,15:00,17:00,Skipper Foundation,,,,,,,,,,,,132973,,,True
Learn to Sail Participants Level 1,https://www.revolutionise.com.au/theskipperf/events/130754,2021-09-01,2021-10-15,15:00,17:00,Skipper Foundation,,,,,,,,,,,,,revolutionise,130754,True
"2021 Spring Grand Slam incorporating the Finn, Laser and 505  Provincial Regattas",https://www.sailing.org.za/events/108356,2021-09-03,2021-09-05,08:00,15:00,Aeolians Sailing Club,Regional Championships,,,,,,,,,,,108356,,,True
SASNR Spring Grand Slam,https://www.sailing.org.za/events/73652,2021-09-04,2021-09-05,08:00,15:00,Aeolians Sailing Club,Regional Championships,,,,,,,,,,,73652,,,True
TSL - MAC,https://www.sailing.org.za/events/109120,2021-09-04,2021-09-04,08:00,15:00,Milnerton Aquatic Club,Team Sailing Events,,,,,,,,,,,109120,,,True
MSC Week 2021,https://www.revolutionise.com.au/pointyc/events/105326,2021-09-10,2021-09-12,09:00,21:00,Point Yacht Club Options,,,,,,,,,,,,,revolutionise,105326,True
Dolphin Nationals,https://www.sailing.org.za/events/94113,2021-09-11,2021-09-12,08:00,15:00,Aeolians Sailing Club,National Championships,,,,,,,,,,,94113,,,True
ZVYC Cape Classic #1,https://www.sailing.org.za/events/99711,2021-09-11,2021-09-12,08:00,15:00,Zeekoe Vlei Yacht Club,Dinghy Event,,,,,,,,,,,99711,,,True
Cape Point Challenge,https://www.sailing.org.za/events/78816,2021-09-18,2021-09-18,08:00,15:00,Royal Cape Yacht Club,Keel Boat Event,,,,,,,,,,,78816,,,True
Cape 31 Race Day,https://www.sailing.org.za/events/99712,2021-09-18,2021-09-18,08:00,15:00,Royal Cape Yacht Club,Keel Boat Event,,,,,,,,,,,99712,,,True
J22 Class Association South Africa - 2021 J22 Class National Championships- DAC Keelboat week,https://www.sailing.org.za/events/104335,2021-09-24,2021-09-26,00:00,17:00,Deneysville Aquatic Club,National Championships,,,,,,,,,,,104335,,,True
2021 J22 Class National Championships- DAC Keelboat week,https://www.j22.co.za/events/104266,2021-09-24,2021-09-26,00:00,17:00,Deneysville Aquatic Club,National Championships,,,,,,,,,,,,www_j22_co_za,104266,True
Henley Midmar Yacht Club - SAS Soling National &amp; Dart Regional Championships,https://www.sailing.org.za/events/110802,2021-09-24,2021-09-26,09:30,16:30,Henley Midmar Yacht Club,Regional Championships,,,,,,,,,,,110802,,,True
SAS Soling National &amp; Dart Regional Championships,https://www.hmyc.org.za/events/110690,2021-09-24,2021-09-26,09:30,16:30,Henley Midmar Yacht Club,Regional Championships,,,,,,,,,,,,www_hmyc_org_za,110690,True
FBYC Spring Regatta,https://www.sailing.org.za/events/78813,2021-09-24,2021-09-26,08:00,15:00,False Bay Yacht Club,Keel Boat Event,,,,,,,,,,,78813,,,True
Hobie 16 WC/EC Provincials,https://www.sailing.org.za/events/99727,2021-09-24,2021-09-26,08:00,15:00,Langebaan Yacht Club,National Championships,,,,,,,,,,,99727,,,True
2021 Stadt 23 National championships,https://www.sailing.org.za/events/100071,2021-09-24,2021-09-26,10:00,15:00,Deneysville Aquatic Club,National Championships,,,,,,,,,,,100071,,,True
DAC Keelboat  Week,https://www.sailing.org.za/events/100072,2021-09-24,2021-09-26,10:00,15:00,Deneysville Aquatic Club,Regional Championships,,,,,,,,,,,100072,,,True
420 Nationals,https://www.sailing.org.za/events/105480,2021-09-24,2021-09-26,08:00,15:00,Saldanha Bay Yacht Club,National Championships,,,,,,,,,,,105480,,,True
Inter-Schools Team Sailing Regatta,https://www.sailing.org.za/events/105336,2021-09-25,2021-09-26,09:00,15:45,Henley Midmar Yacht Club,Team Sailing Events,,,,,,,,,,,105336,,,True
SA Sailing KZN Grand slam regatta,https://www.sailing.org.za/events/253631,2021-09-26,2021-09-30,09:00,09:00,Point Yacht Club,Dinghy Event,,,,,,,,,,,253631,,,True
Dragon Flite WC Champs,https://www.sailing.org.za/events/99715,2021-09-28,2021-09-29,08:00,15:00,Milnerton Aquatic Club,National Championships,,,,,,,,,,,99715,,,True
