title,details_url,start_date,end_date,venue_text,category,host,location,address,nor_url,si_url,results_url,other_docs,description,contact,organiser,sas_event_id,external_host,external_event_id,is_past
Henley Midmar Yacht Club - 75th Celebration SA Sailing Soling and Flying 15 National Championshi,https://www.sailing.org.za/events/169703,2022-12-16,2022-12-18,>Henley Midmar Yacht Club - 75th Celebration SA Sailing Soling and Flying 15 National Championshi,,,,,,,,,,,,169703,,,True
Hobie 14 Nationals,https://www.sailing.org.za/events/139336,2022-12-16,2022-12-18,>Hobie 14 Nationals,,,,,,,,,,,,139336,,,True
"L26, J22, Dragonfly National Championships+Stadt 23 Provincial Championship &amp; Keelboat Open Clas",https://www.sailing.org.za/events/163506,2022-12-16,2022-12-18,">L26, J22, Dragonfly National Championships+Stadt 23 Provincial Championship &amp; Keelboat Open Clas",,,,,,,,,,,,163506,,,True
"Big Boat, Multi-Hull and Open Class Regatta",https://www.sailing.org.za/events/164052,2022-12-16,2022-12-18,">Big Boat, Multi-Hull and Open Class Regatta",,,,,,,,,,,,164052,,,True
False Bay Cruise,https://www.sailing.org.za/events/165472,2022-12-16,2022-12-18,>False Bay Cruise,,,,,,,,,,,,165472,,,True
BRYC Sunshine Coast Challenge,https://www.sailing.org.za/events/166923,2022-12-16,2022-12-18,>BRYC Sunshine Coast Challenge,,,,,,,,,,,,166923,,,True
TSC 75th Celebratory Regatta,https://www.sailing.org.za/events/168817,2022-12-16,2022-12-18,>TSC 75th Celebratory Regatta,,,,,,,,,,,,168817,,,True
SAS 75th Boskop Open Sail day,https://www.revolutionise.com.au/boskopyc/events/165674,2022-12-16,2022-12-16,"target=""_blank""",,,,,,,,,,,,,revolutionise,165674,True
Boskop Yacht Club - SAS 75th Boskop Open Sail day,https://www.sailing.org.za/events/169702,2022-12-16,2022-12-16,>Boskop Yacht Club - SAS 75th Boskop Open Sail day,,,,,,,,,,,,169702,,,True
2022 SAS 75th Anniversary Celebration East Coast Grand Slam RHB,https://www.revolutionise.com.au/pointyc/events/160571,2022-12-17,2022-12-18,"target=""_blank""",,,,,,,,,,,,,revolutionise,160571,True
2022 SAS 75th Anniversary Celebration East Coast Grand Slam DBN,https://www.revolutionise.com.au/pointyc/events/161667,2022-12-17,2022-12-18,"target=""_blank""",,,,,,,,,,,,,revolutionise,161667,True
Point Yacht Club - 2022 SAS 75th Anniversary Celebration East Coast Grand Slam DBN,https://www.sailing.org.za/events/169704,2022-12-17,2022-12-18,>Point Yacht Club - 2022 SAS 75th Anniversary Celebration East Coast Grand Slam DBN,,,,,,,,,,,,169704,,,True
Point Yacht Club - 2022 SAS 75th Anniversary Celebration East Coast Grand Slam RHB,https://www.sailing.org.za/events/169706,2022-12-17,2022-12-18,>Point Yacht Club - 2022 SAS 75th Anniversary Celebration East Coast Grand Slam RHB,,,,,,,,,,,,169706,,,True
SAS 75th Anniversary Endurance Race,https://www.revolutionise.com.au/boskopyc/events/165672,2022-12-17,2022-12-17,"target=""_blank""",,,,,,,,,,,,,revolutionise,165672,True
Boskop Yacht Club - SAS 75th Anniversary Endurance Race,https://www.sailing.org.za/events/169701,2022-12-17,2022-12-17,>Boskop Yacht Club - SAS 75th Anniversary Endurance Race,,,,,,,,,,,,169701,,,True
H23 Kraalbay Cruise - SA Sailing 75th,https://www.sailing.org.za/events/164567,2022-12-17,2022-12-17,>H23 Kraalbay Cruise - SA Sailing 75th,,,,,,,,,,,,164567,,,True
SA Sailing 75th Celebration - Overnight Cruise,https://www.sailing.org.za/events/164857,2022-12-17,2022-12-17,>SA Sailing 75th Celebration - Overnight Cruise,,,,,,,,,,,,164857,,,True
CRYC and WC DF95 75th Celebratory Regatta,https://www.sailing.org.za/events/165357,2022-12-18,2022-12-18,>CRYC and WC DF95 75th Celebratory Regatta,,,,,,,,,,,,165357,,,True
2022 SAS 75th Anniversary Celebration East Coast Cruise,https://www.revolutionise.com.au/pointyc/events/159291,2022-12-19,2023-01-08,"target=""_blank""",,,,,,,,,,,,,revolutionise,159291,True
Point Yacht Club - 2022 SAS 75th Anniversary Celebration East Coast Cruise,https://www.sailing.org.za/events/169705,2022-12-19,2023-01-08,>Point Yacht Club - 2022 SAS 75th Anniversary Celebration East Coast Cruise,,,,,,,,,,,,169705,,,True
Robtek West Coast Cruise,https://www.sailing.org.za/events/139353,2022-12-27,2023-01-01,>Robtek West Coast Cruise,,,,,,,,,,,,139353,,,True
Stadt 23 WC Regional Champs,https://www.sailing.org.za/events/139352,2022-12-27,2022-12-30,>Stadt 23 WC Regional Champs,,,,,,,,,,,,139352,,,True
Sonnet Nationals,https://www.sailing.org.za/events/139354,2022-12-27,2022-12-29,>Sonnet Nationals,,,,,,,,,,,,139354,,,True
SA Sailing Instructor Course - ISADF0123-K,https://www.sailing.org.za/events/170166,2023-01-13,2023-01-16,>SA Sailing Instructor Course - ISADF0123-K,,,,,,,,,,,,170166,,,True
KZN Region - TSL Open,https://www.sailing.org.za/events/148657,2023-01-14,2023-01-14,>KZN Region - TSL Open,,,,,,,,,,,,148657,,,True
SA Sailing Senior Instructor Course-SITSC0123,https://www.sailing.org.za/events/99108,2023-01-18,2023-01-22,>SA Sailing Senior Instructor Course-SITSC0123,,,,,,,,,,,,99108,,,True
2023 HMYC Grand Slam,https://www.hmyc.org.za/events/170985,2023-01-21,2023-01-22,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,170985,True
Henley Midmar Yacht Club - 2023 HMYC Grand Slam,https://www.sailing.org.za/events/172947,2023-01-21,2023-01-22,>Henley Midmar Yacht Club - 2023 HMYC Grand Slam,,,,,,,,,,,,172947,,,True
SSW Safety Boat Course,https://www.revolutionise.com.au/supersailwilder/events/174437,2023-01-28,2023-01-29,"target=""_blank""",,,,,,,,,,,,,revolutionise,174437,True
SuperSail Wilderness - SSW Safety Boat Course,https://www.sailing.org.za/events/174440,2023-01-28,2023-01-29,>SuperSail Wilderness - SSW Safety Boat Course,,,,,,,,,,,,174440,,,True
L26 Free State Regional Champs,https://www.sailing.org.za/events/172939,2023-01-28,2023-01-29,>L26 Free State Regional Champs,,,,,,,,,,,,172939,,,True
Port Owen River Race,https://www.sailing.org.za/events/141673,2023-01-28,2023-01-29,>Port Owen River Race,,,,,,,,,,,,141673,,,True
Bar Anniversary Mug pursuit race,https://www.sailing.org.za/events/174043,2023-01-28,2023-01-28,>Bar Anniversary Mug pursuit race,,,,,,,,,,,,174043,,,True
Gabriella - Course,https://www.sailing.org.za/events/181614,2023-01-31,2023-02-01,>Gabriella - Course,,,,,,,,,,,,181614,,,True
Gimco Regatta RCYC,https://www.sailing.org.za/events/141674,2023-02-03,2023-02-05,>Gimco Regatta RCYC,,,,,,,,,,,,141674,,,True
LDYC Round-the-Island-Regatta,https://www.sailing.org.za/events/173852,2023-02-10,2023-02-12,>LDYC Round-the-Island-Regatta,,,,,,,,,,,,173852,,,True
Hobie 14 WC Regional Champs,https://www.sailing.org.za/events/141675,2023-02-11,2023-02-12,>Hobie 14 WC Regional Champs,,,,,,,,,,,,141675,,,True
Team Sailing League,https://www.sailing.org.za/events/176178,2023-02-12,2023-02-12,>Team Sailing League,,,,,,,,,,,,176178,,,True
HYC Cape Classic,https://www.sailing.org.za/events/141678,2023-02-18,2023-02-19,>HYC Cape Classic,,,,,,,,,,,,141678,,,True
Team Sailing League,https://www.sailing.org.za/events/176179,2023-02-19,2023-02-19,>Team Sailing League,,,,,,,,,,,,176179,,,True
Mykonos Offshore,https://www.sailing.org.za/events/141677,2023-02-24,2023-02-25,>Mykonos Offshore,,,,,,,,,,,,141677,,,True
MBSC Inter-Club,https://www.sailing.org.za/events/141676,2023-02-25,2023-02-26,>MBSC Inter-Club,,,,,,,,,,,,141676,,,True
2023 HMYC 8Hr Endurance Race,https://www.hmyc.org.za/events/174231,2023-02-25,2023-02-25,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,174231,True
Henley Midmar Yacht Club - 2023 HMYC 8Hr Endurance Race,https://www.sailing.org.za/events/176427,2023-02-25,2023-02-25,>Henley Midmar Yacht Club - 2023 HMYC 8Hr Endurance Race,,,,,,,,,,,,176427,,,True
TSL Challenge,https://www.hmyc.org.za/events/177401,2023-02-26,2023-02-26,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,177401,True
Henley Midmar Yacht Club - TSL Challenge,https://www.sailing.org.za/events/177412,2023-02-26,2023-02-26,>Henley Midmar Yacht Club - TSL Challenge,,,,,,,,,,,,177412,,,True
SA Sailing KZN Midlands Dart Challenge 2023,https://www.hmyc.org.za/events/177393,2023-03-11,2023-03-12,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,177393,True
Henley Midmar Yacht Club - SA Sailing KZN Midlands Dart Challenge 2023,https://www.sailing.org.za/events/177398,2023-03-11,2023-03-12,>Henley Midmar Yacht Club - SA Sailing KZN Midlands Dart Challenge 2023,,,,,,,,,,,,177398,,,True
TSC 9hr,https://www.sailing.org.za/events/141680,2023-03-11,2023-03-11,>TSC 9hr,,,,,,,,,,,,141680,,,True
2023 Hunter Nationals,https://www.sailing.org.za/events/161353,2023-03-18,2023-03-21,>2023 Hunter Nationals,,,,,,,,,,,,161353,,,True
Hobie Tiger Nationals,https://www.sailing.org.za/events/141681,2023-03-18,2023-03-21,>Hobie Tiger Nationals,,,,,,,,,,,,141681,,,True
Zululand Zig(DBN to RBAY),https://www.sailing.org.za/events/174044,2023-03-18,2023-03-19,>Zululand Zig(DBN to RBAY),,,,,,,,,,,,174044,,,True
Free State Dinghy Champs,https://www.sailing.org.za/events/180562,2023-03-18,2023-03-19,>Free State Dinghy Champs,,,,,,,,,,,,180562,,,True
Extra and Finn Nationals,https://www.sailing.org.za/events/181623,2023-03-18,2023-03-19,>Extra and Finn Nationals,,,,,,,,,,,,181623,,,True
KYC Inter-Club,https://www.sailing.org.za/events/141684,2023-03-18,2023-03-19,>KYC Inter-Club,,,,,,,,,,,,141684,,,True
Henley Midmar Yacht Club - TSL Challenge,https://www.sailing.org.za/events/177411,2023-03-19,2023-03-19,>Henley Midmar Yacht Club - TSL Challenge,,,,,,,,,,,,177411,,,True
2023 Dragonflite 95 RSKZN  Regional Championship,https://www.hmyc.org.za/events/179921,2023-03-25,2023-03-26,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,179921,True
Henley Midmar Yacht Club - 2023 Dragonflite 95 RSKZN  Regional Championship,https://www.sailing.org.za/events/180261,2023-03-25,2023-03-26,>Henley Midmar Yacht Club - 2023 Dragonflite 95 RSKZN  Regional Championship,,,,,,,,,,,,180261,,,True
Admirals Regatta,https://www.sailing.org.za/events/167834,2023-03-25,2023-03-26,>Admirals Regatta,,,,,,,,,,,,167834,,,True
Class Association Affiliation 2024-2025,https://www.sailing.org.za/events/236100,2023-04-01,2024-03-31,>Class Association Affiliation 2024-2025,,,,,,,,,,,,236100,,,True
Apply: Skipper&#039;s Ticket (SA Sailing Exams/ICC&#039;s/CASA Conversions or Replacement/Lost) 2023,https://www.sailing.org.za/events/173403,2023-04-01,2023-12-31,>Apply: Skipper&#039;s Ticket (SA Sailing Exams/ICC&#039;s/CASA Conversions or Replacement/Lost) 2023,,,,,,,,,,,,173403,,,True
Certificate of Listing (2023),https://www.sailing.org.za/events/173404,2023-04-01,2023-12-31,>Certificate of Listing (2023),,,,,,,,,,,,173404,,,True
MAC 24hr,https://www.sailing.org.za/events/141682,2023-04-01,2023-04-02,>MAC 24hr,,,,,,,,,,,,141682,,,True
Youth Movie Night and Sleep Over,https://www.hmyc.org.za/events/177402,2023-04-01,2023-04-02,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,177402,True
Henley Midmar Yacht Club - Youth Movie Night and Sleep Over,https://www.sailing.org.za/events/181730,2023-04-01,2023-04-02,>Henley Midmar Yacht Club - Youth Movie Night and Sleep Over,,,,,,,,,,,,181730,,,True
Eden Inter-schools,https://www.sailing.org.za/events/141686,2023-04-01,2023-04-02,>Eden Inter-schools,,,,,,,,,,,,141686,,,True
TSL Challenge,https://www.hmyc.org.za/events/173822,2023-04-02,2023-04-02,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,173822,True
INHACA YACHT RACE,https://www.sailing.org.za/events/133172,2023-04-06,2023-04-09,>INHACA YACHT RACE,,,,,,,,,,,,133172,,,True
MSC Western Cape Dinghy &amp; Hobie 16 Champs,https://www.sailing.org.za/events/177785,2023-04-07,2023-04-10,>MSC Western Cape Dinghy &amp; Hobie 16 Champs,,,,,,,,,,,,177785,,,True
FBYC Easter Regatta,https://www.sailing.org.za/events/141710,2023-04-07,2023-04-08,>FBYC Easter Regatta,,,,,,,,,,,,141710,,,True
SA Sailing Instructor Course - ISADF0423-K,https://www.sailing.org.za/events/182573,2023-04-11,2023-04-14,>SA Sailing Instructor Course - ISADF0423-K,,,,,,,,,,,,182573,,,True
KZN Region - TSL Open,https://www.sailing.org.za/events/148660,2023-04-15,2023-04-16,>KZN Region - TSL Open,,,,,,,,,,,,148660,,,True
WC Inter-Schools,https://www.sailing.org.za/events/174441,2023-04-22,2023-04-23,>WC Inter-Schools,,,,,,,,,,,,174441,,,True
Regional Race Officer Workshop,https://www.sailing.org.za/events/164329,2023-04-25,2023-04-25,>Regional Race Officer Workshop,,,,,,,,,,,,164329,,,True
Dart 18 National Championship,https://www.stilbaaiyachtclub.co.za/events/177590,2023-04-28,2023-05-01,"target=""_blank""",,,,,,,,,,,,,www_stilbaaiyachtclub_co_za,177590,True
2023 Halcat Regional Championships,https://www.sailing.org.za/events/186085,2023-04-28,2023-04-30,>2023 Halcat Regional Championships,,,,,,,,,,,,186085,,,True
2023 DABCHICK WC CHAMPS,https://www.revolutionise.com.au/dabchickca/events/173400,2023-04-28,2023-04-30,"target=""_blank""",,,,,,,,,,,,,revolutionise,173400,True
Dabchick Class Association - 2023 DABCHICK WC CHAMPS,https://www.sailing.org.za/events/173413,2023-04-28,2023-04-30,>Dabchick Class Association - 2023 DABCHICK WC CHAMPS,,,,,,,,,,,,173413,,,True
Ziptrak J22 Nationals 2023,https://www.j22.co.za/events/177904,2023-04-28,2023-04-30,"target=""_blank""",,,,,,,,,,,,,www_j22_co_za,177904,True
Ziptrak J22 Nationals 2023,https://www.sailing.org.za/events/181567,2023-04-28,2023-04-30,>Ziptrak J22 Nationals 2023,,,,,,,,,,,,181567,,,True
2023 Overberg District Sailing Championship,https://www.sailing.org.za/events/185311,2023-04-29,2023-05-01,>2023 Overberg District Sailing Championship,,,,,,,,,,,,185311,,,True
Eastern Cape Dinghy Provincial Championships,https://www.sailing.org.za/events/174312,2023-04-29,2023-05-01,>Eastern Cape Dinghy Provincial Championships,,,,,,,,,,,,174312,,,True
Vasco Da Gama Ocean Race 2023,https://www.sailing.org.za/events/173862,2023-04-30,2023-05-05,>Vasco Da Gama Ocean Race 2023,,,,,,,,,,,,173862,,,True
KZN Region - TSL InterClub,https://www.sailing.org.za/events/148661,2023-05-14,2023-05-14,>KZN Region - TSL InterClub,,,,,,,,,,,,148661,,,True
SA Sailing KZN Grand slam regatta -  Zululand Yacht Club,https://www.sailing.org.za/events/185770,2023-05-20,2023-05-21,>SA Sailing KZN Grand slam regatta -  Zululand Yacht Club,,,,,,,,,,,,185770,,,True
Double Cape Race 2023,https://www.sailing.org.za/events/181298,2023-05-20,2023-05-21,>Double Cape Race 2023,,,,,,,,,,,,181298,,,True
STC Try Sailing,https://www.sailing.org.za/events/187132,2023-05-20,2023-05-21,>STC Try Sailing,,,,,,,,,,,,187132,,,True
Jonsson Cup,https://www.sailing.org.za/events/174041,2023-05-20,2023-05-20,>Jonsson Cup,,,,,,,,,,,,174041,,,True
Dolphin National Championships and Finn Tiger Cup,https://www.revolutionise.com.au/pretoriasc/events/181164,2023-05-27,2023-05-28,"target=""_blank""",,,,,,,,,,,,,revolutionise,181164,True
Pretoria Sailing Club - Dolphin National Championships and Finn Tiger Cup,https://www.sailing.org.za/events/187767,2023-05-27,2023-05-28,>Pretoria Sailing Club - Dolphin National Championships and Finn Tiger Cup,,,,,,,,,,,,187767,,,True
DarkHorse Bikes Ladies Race Day,https://www.sailing.org.za/events/183120,2023-05-27,2023-05-27,>DarkHorse Bikes Ladies Race Day,,,,,,,,,,,,183120,,,True
SASKZN Keelboats Grand slam regatta - Royal Natal Yacht club,https://www.sailing.org.za/events/173854,2023-05-28,2023-05-28,>SASKZN Keelboats Grand slam regatta - Royal Natal Yacht club,,,,,,,,,,,,173854,,,True
FBYC Compass Rose,https://www.sailing.org.za/events/141683,2023-06-03,2023-06-04,>FBYC Compass Rose,,,,,,,,,,,,141683,,,True
National Judges Seminar,https://www.sailing.org.za/events/185002,2023-06-09,2023-06-11,>National Judges Seminar,,,,,,,,,,,,185002,,,True
SA Sailing KZN Grand slam regatta -  Point Yacht Club,https://www.sailing.org.za/events/191160,2023-06-16,2023-06-18,>SA Sailing KZN Grand slam regatta -  Point Yacht Club,,,,,,,,,,,,191160,,,True
DART 18 KZN REGIONAL CHAMPIONSHIPS 2023,https://www.hmyc.org.za/events/191129,2023-06-16,2023-06-18,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,191129,True
Henley Midmar Yacht Club - DART 18 KZN REGIONAL CHAMPIONSHIPS 2023,https://www.sailing.org.za/events/191159,2023-06-16,2023-06-18,>Henley Midmar Yacht Club - DART 18 KZN REGIONAL CHAMPIONSHIPS 2023,,,,,,,,,,,,191159,,,True
DF95 RC Boats Provincial Championships,https://www.sailing.org.za/events/174071,2023-06-16,2023-06-18,>DF95 RC Boats Provincial Championships,,,,,,,,,,,,174071,,,True
J22 KZN Regional Championships,https://www.j22.co.za/events/181471,2023-06-16,2023-06-18,"target=""_blank""",,,,,,,,,,,,,www_j22_co_za,181471,True
J22 Class Association South Africa - J22 KZN Regional Championships,https://www.sailing.org.za/events/181731,2023-06-16,2023-06-18,>J22 Class Association South Africa - J22 KZN Regional Championships,,,,,,,,,,,,181731,,,True
National Race Officers Renewal Workshop,https://www.sailing.org.za/events/161804,2023-06-22,2023-06-22,>National Race Officers Renewal Workshop,,,,,,,,,,,,161804,,,True
SA Sailing KZN AGM,https://www.sailing.org.za/events/200867,2023-06-25,2023-06-25,>SA Sailing KZN AGM,,,,,,,,,,,,200867,,,True
RCYC Youth Team Racing Regatta,https://www.sailing.org.za/events/141711,2023-07-01,2023-07-02,>RCYC Youth Team Racing Regatta,,,,,,,,,,,,141711,,,True
Youth Match Racing,https://www.sailing.org.za/events/183133,2023-07-01,2023-07-02,>Youth Match Racing,,,,,,,,,,,,183133,,,True
MSC Commodore&#039;s Cup,https://www.sailing.org.za/events/133642,2023-07-02,2023-07-02,>MSC Commodore&#039;s Cup,,,,,,,,,,,,133642,,,True
MSC Week,https://www.sailing.org.za/events/193578,2023-07-03,2023-07-07,>MSC Week,,,,,,,,,,,,193578,,,True
Lipton Cup Challenge,https://www.sailing.org.za/events/174025,2023-07-11,2023-07-15,>Lipton Cup Challenge,,,,,,,,,,,,174025,,,True
Safety Boat Operators Course,https://www.sailing.org.za/events/193912,2023-07-15,2023-08-06,>Safety Boat Operators Course,,,,,,,,,,,,193912,,,True
Gaul Regatta,https://www.sailing.org.za/events/180835,2023-07-27,2023-07-30,>Gaul Regatta,,,,,,,,,,,,180835,,,True
Ladies Race &amp; Womans Cruise,https://www.sailing.org.za/events/183138,2023-08-05,2023-08-05,>Ladies Race &amp; Womans Cruise,,,,,,,,,,,,183138,,,True
2023 ILCA / Laser National Championships,https://www.sailing.org.za/events/195604,2023-08-10,2023-08-12,>2023 ILCA / Laser National Championships,,,,,,,,,,,,195604,,,True
2023 - ILCA / Laser Nationals,https://www.sailing.org.za/events/176403,2023-08-10,2023-08-12,>2023 - ILCA / Laser Nationals,,,,,,,,,,,,176403,,,True
2023 Stadt 23 and Formula 1 Free State Champs,https://www.sailing.org.za/events/196218,2023-08-12,2023-08-13,>2023 Stadt 23 and Formula 1 Free State Champs,,,,,,,,,,,,196218,,,True
DF95 &amp; IOM NR Champs,https://www.sailing.org.za/events/194642,2023-08-19,2023-08-20,>DF95 &amp; IOM NR Champs,,,,,,,,,,,,194642,,,True
Dabchick Regional Championship,https://www.revolutionise.com.au/pretoriasc/events/194984,2023-08-19,2023-08-20,"target=""_blank""",,,,,,,,,,,,,revolutionise,194984,True
Pretoria Sailing Club - Dabchick Regional Championship,https://www.sailing.org.za/events/196684,2023-08-19,2023-08-20,>Pretoria Sailing Club - Dabchick Regional Championship,,,,,,,,,,,,196684,,,True
SA Sailing 2023 AGM,https://www.sailing.org.za/events/194351,2023-08-22,2023-08-22,>SA Sailing 2023 AGM,,,,,,,,,,,,194351,,,True
2023 NW Open Dinghy Champs,https://www.sailing.org.za/events/177622,2023-08-26,2023-08-27,>2023 NW Open Dinghy Champs,,,,,,,,,,,,177622,,,True
STC Learn to Sail,https://www.sailing.org.za/events/187133,2023-08-26,2023-08-26,>STC Learn to Sail,,,,,,,,,,,,187133,,,True
Gauteng Dinghy Provincials,https://www.sailing.org.za/events/199351,2023-09-02,2023-09-03,>Gauteng Dinghy Provincials,,,,,,,,,,,,199351,,,True
TSC Open Weekend,https://www.sailing.org.za/events/141713,2023-09-02,2023-09-03,>TSC Open Weekend,,,,,,,,,,,,141713,,,True
Womens Helming Opening Cruise and Pursuit Race,https://www.sailing.org.za/events/199062,2023-09-03,2023-09-03,>Womens Helming Opening Cruise and Pursuit Race,,,,,,,,,,,,199062,,,True
Hobie Interclub,https://www.sailing.org.za/events/183147,2023-09-09,2023-09-10,>Hobie Interclub,,,,,,,,,,,,183147,,,True
TSC Open Day,https://www.sailing.org.za/events/209283,2023-09-09,2023-09-09,>TSC Open Day,,,,,,,,,,,,209283,,,True
ZVYC Ladies Race,https://www.revolutionise.com.au/zeekoevleiyc/events/199828,2023-09-16,2023-09-17,"target=""_blank""",,,,,,,,,,,,,revolutionise,199828,True
Junior Training Weekend and STC Ladie Race Day,https://www.sailing.org.za/events/183149,2023-09-16,2023-09-17,>Junior Training Weekend and STC Ladie Race Day,,,,,,,,,,,,183149,,,True
Steering the Course,https://www.sailing.org.za/events/199064,2023-09-16,2023-09-16,>Steering the Course,,,,,,,,,,,,199064,,,True
Zeekoe Vlei Yacht Club - ZVYC Ladies Race,https://www.sailing.org.za/events/199839,2023-09-17,2023-09-17,>Zeekoe Vlei Yacht Club - ZVYC Ladies Race,,,,,,,,,,,,199839,,,True
Cape Point Challenge,https://www.sailing.org.za/events/202924,2023-09-17,2023-09-17,>Cape Point Challenge,,,,,,,,,,,,202924,,,True
2023 DART 18 SINGLE HANDED NATIONAL CHAMPIONSHIPS,https://www.hmyc.org.za/events/174234,2023-09-22,2023-09-25,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,174234,True
Henley Midmar Yacht Club - 2023 Dart Single Nationals,https://www.sailing.org.za/events/177449,2023-09-22,2023-09-24,>Henley Midmar Yacht Club - 2023 Dart Single Nationals,,,,,,,,,,,,177449,,,True
DF 95 Nationals,https://www.sailing.org.za/events/200661,2023-09-23,2023-09-25,>DF 95 Nationals,,,,,,,,,,,,200661,,,True
J22 FS Regionals,https://www.sailing.org.za/events/206163,2023-09-23,2023-09-25,>J22 FS Regionals,,,,,,,,,,,,206163,,,True
505 | 29er | 420 Nationals,https://www.revolutionise.com.au/29erclass/events/198758,2023-09-23,2023-09-25,"target=""_blank""",,,,,,,,,,,,,revolutionise,198758,True
29er Class Association - 505 | 29er | 420 Nationals,https://www.sailing.org.za/events/199201,2023-09-23,2023-09-25,>29er Class Association - 505 | 29er | 420 Nationals,,,,,,,,,,,,199201,,,True
FBYC Intasure Spring Regatta,https://www.sailing.org.za/events/141714,2023-09-23,2023-09-25,>FBYC Intasure Spring Regatta,,,,,,,,,,,,141714,,,True
Halcat Nationals,https://www.sailing.org.za/events/196825,2023-09-23,2023-09-25,>Halcat Nationals,,,,,,,,,,,,196825,,,True
Stadt 23 Nationals,https://www.sailing.org.za/events/204994,2023-09-29,2023-10-01,>Stadt 23 Nationals,,,,,,,,,,,,204994,,,True
STC Try Sailing,https://www.sailing.org.za/events/187134,2023-09-30,2023-10-01,>STC Try Sailing,,,,,,,,,,,,187134,,,True
SA Sailing Ladies Keelboat Training,https://www.sailing.org.za/events/187136,2023-09-30,2023-10-01,>SA Sailing Ladies Keelboat Training,,,,,,,,,,,,187136,,,True
National Race Officer Application,https://www.sailing.org.za/events/44101,2023-10-01,2024-10-01,>National Race Officer Application,,,,,,,,,,,,44101,,,True
Regional Race Officer Application,https://www.sailing.org.za/events/44385,2023-10-01,2024-10-01,>Regional Race Officer Application,,,,,,,,,,,,44385,,,True
Club Race Officer Application,https://www.sailing.org.za/events/44386,2023-10-01,2024-10-01,>Club Race Officer Application,,,,,,,,,,,,44386,,,True
Class Association Affiliation 2024-2025,https://www.sailing.org.za/events/65837,2023-10-01,2024-10-01,>Class Association Affiliation 2024-2025,,,,,,,,,,,,65837,,,True
District Judges Seminar,https://www.sailing.org.za/events/185023,2023-10-01,2024-10-01,>District Judges Seminar,,,,,,,,,,,,185023,,,True
Club/District Race Officer,https://www.sailing.org.za/events/143479,2023-10-01,2024-10-01,>Club/District Race Officer,,,,,,,,,,,,143479,,,True
STC Learn to Sail,https://www.sailing.org.za/events/187135,2023-10-01,2023-10-01,>STC Learn to Sail,,,,,,,,,,,,187135,,,True
STC - Train to Win Programme,https://www.sailing.org.za/events/207567,2023-10-03,2023-10-05,>STC - Train to Win Programme,,,,,,,,,,,,207567,,,True
Stadt 23 Women&#039;s Champs STC,https://www.sailing.org.za/events/183153,2023-10-07,2023-10-08,>Stadt 23 Women&#039;s Champs STC,,,,,,,,,,,,183153,,,True
GLYC Interclub,https://www.sailing.org.za/events/183154,2023-10-07,2023-10-08,>GLYC Interclub,,,,,,,,,,,,183154,,,True
STC - Taste of Sailing Session,https://www.sailing.org.za/events/207568,2023-10-07,2023-10-07,>STC - Taste of Sailing Session,,,,,,,,,,,,207568,,,True
TSL Women&#039;s Challenge,https://www.sailing.org.za/events/207569,2023-10-08,2023-10-08,>TSL Women&#039;s Challenge,,,,,,,,,,,,207569,,,True
DF95 WC Regionals,https://www.sailing.org.za/events/199204,2023-10-13,2023-10-15,>DF95 WC Regionals,,,,,,,,,,,,199204,,,True
Formula 1 Nationals,https://www.sailing.org.za/events/209733,2023-10-13,2023-10-14,>Formula 1 Nationals,,,,,,,,,,,,209733,,,True
Tour de Vlei,https://www.sailing.org.za/events/141719,2023-10-14,2023-10-15,>Tour de Vlei,,,,,,,,,,,,141719,,,True
Steering the Course,https://www.sailing.org.za/events/199066,2023-10-14,2023-10-15,>Steering the Course,,,,,,,,,,,,199066,,,True
Safety Boat Operators Course,https://www.sailing.org.za/events/207783,2023-10-16,2023-10-19,>Safety Boat Operators Course,,,,,,,,,,,,207783,,,True
Regional Race Officer Workshop,https://www.sailing.org.za/events/201064,2023-10-19,2023-10-19,>Regional Race Officer Workshop,,,,,,,,,,,,201064,,,True
Henley Midmar Yacht Club - 2023 MIRROR KZN REGIONAL CHAMPIONSHIPS,https://www.sailing.org.za/events/208005,2023-10-20,2023-10-22,>Henley Midmar Yacht Club - 2023 MIRROR KZN REGIONAL CHAMPIONSHIPS,,,,,,,,,,,,208005,,,True
Henley Midmar Yacht Club - 2023 LASER KZN REGIONAL CHAMPIONSHIPS,https://www.sailing.org.za/events/208006,2023-10-20,2023-10-22,>Henley Midmar Yacht Club - 2023 LASER KZN REGIONAL CHAMPIONSHIPS,,,,,,,,,,,,208006,,,True
2023 MIRROR KZN REGIONAL CHAMPIONSHIPS,https://www.hmyc.org.za/events/205667,2023-10-21,2023-10-22,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,205667,True
