title,details_url,start_date,end_date,venue_text,category,host,location,address,nor_url,si_url,results_url,other_docs,description,contact,organiser,sas_event_id,external_host,external_event_id,is_past
2026 MSC Week,https://www.sailing.org.za/events/330403,,,>2026 MSC Week,,,,,,,,,,,,330403,,,False
MBSC Interclub,https://www.sailing.org.za/events/293438,2026-03-07,2026-03-08,>MBSC Interclub,,,,,,,,,,,,293438,,,False
Hunter 19 Mpumalanga Championship 2026,https://www.sailing.org.za/events/283415,2026-03-14,2026-03-15,>Hunter 19 Mpumalanga Championship 2026,,,,,,,,,,,,283415,,,False
Safety Boat Operators Course,https://www.sailing.org.za/events/335406,2026-03-14,2026-03-15,>Safety Boat Operators Course,,,,,,,,,,,,335406,,,False
TSC 9 Hr,https://www.sailing.org.za/events/293439,2026-03-14,2026-03-14,>TSC 9 Hr,,,,,,,,,,,,293439,,,False
SA Sailing WC Team Sailing Event,https://www.sailing.org.za/events/328007,2026-03-14,2026-03-15,>SA Sailing WC Team Sailing Event,,,,,,,,,,,,328007,,,False
2026 Hobie Tiger Nationals,https://www.sailing.org.za/events/293440,2026-03-20,2026-03-23,>2026 Hobie Tiger Nationals,,,,,,,,,,,,293440,,,False
2026 Windsurfer LT National Championship,https://www.sailing.org.za/events/346805,2026-03-20,2026-03-22,>2026 Windsurfer LT National Championship,,,,,,,,,,,,346805,,,False
2026 Interschools Gauteng Region Championship,https://www.sailing.org.za/events/283412,2026-03-21,2026-03-22,>2026 Interschools Gauteng Region Championship,,,,,,,,,,,,283412,,,False
SA Sailing WC Calendar Meeting,https://www.sailing.org.za/events/344374,2026-03-23,2026-03-23,>SA Sailing WC Calendar Meeting,,,,,,,,,,,,344374,,,False
2026 29er SA National Championship,https://www.revolutionise.com.au/29erclass/events/334371,2026-03-28,2026-03-30,"target=""_blank""",,,,,,,,,,,,,revolutionise,334371,False
Eden Interschools,https://www.sailing.org.za/events/293442,2026-03-28,2026-03-29,>Eden Interschools,,,,,,,,,,,,293442,,,False
Finn National Championships,https://www.sailing.org.za/events/325821,2026-03-28,2026-03-31,>Finn National Championships,,,,,,,,,,,,325821,,,False
MAC 24 hr,https://www.sailing.org.za/events/310945,2026-03-28,2026-03-29,>MAC 24 hr,,,,,,,,,,,,310945,,,False
Overberg Sailing Champs,https://www.sailing.org.za/events/293441,2026-03-28,2026-03-29,>Overberg Sailing Champs,,,,,,,,,,,,293441,,,False
ILCA WC Regional Championships 2026,https://www.laser.org.za/events/301648,2026-04-03,2026-04-06,"target=""_blank""",,,,,,,,,,,,,laser_org_za,301648,False
WC Dinghy Champs,https://www.sailing.org.za/events/293443,2026-04-02,2026-04-06,>WC Dinghy Champs,,,,,,,,,,,,293443,,,False
INHACA YACHT RACE,https://www.sailing.org.za/events/344419,2026-04-03,2026-04-06,>INHACA YACHT RACE,,,,,,,,,,,,344419,,,False
FBYC Easter Regatta,https://www.sailing.org.za/events/293444,2026-04-04,2026-04-05,>FBYC Easter Regatta,,,,,,,,,,,,293444,,,False
2026 Hunter Nationals,https://www.sailing.org.za/events/307333,2026-04-24,2026-04-27,>2026 Hunter Nationals,,,,,,,,,,,,307333,,,False
2026 Dragonflite 95 National Championship,https://www.sailing.org.za/events/343444,2026-04-24,2026-04-26,>2026 Dragonflite 95 National Championship,,,,,,,,,,,,343444,,,False
Stadt 23 Nationals,https://www.sailing.org.za/events/293446,2026-04-25,2026-04-27,>Stadt 23 Nationals,,,,,,,,,,,,293446,,,False
ILCA Nationals 2026,https://www.laser.org.za/events/318895,2026-04-30,2026-05-03,"target=""_blank""",,,,,,,,,,,,,laser_org_za,318895,False
2026 KZN Optimist &amp; Dabchick Regional Championship,https://www.sailing.org.za/events/344420,2026-05-01,2026-05-03,>2026 KZN Optimist &amp; Dabchick Regional Championship,,,,,,,,,,,,344420,,,False
Regional Race Officer Workshop,https://www.sailing.org.za/events/344920,2026-05-14,2026-05-14,>Regional Race Officer Workshop,,,,,,,,,,,,344920,,,False
2026 KZN Mirror Regional Championships,https://www.sailing.org.za/events/344422,2026-05-16,2026-05-17,>2026 KZN Mirror Regional Championships,,,,,,,,,,,,344422,,,False
National Race Officers Workshop,https://www.sailing.org.za/events/344922,2026-05-21,2026-05-21,>National Race Officers Workshop,,,,,,,,,,,,344922,,,False
2026 DF95 / IOM Regional Championship,https://www.sailing.org.za/events/343816,2026-05-22,2026-05-24,>2026 DF95 / IOM Regional Championship,,,,,,,,,,,,343816,,,False
ORC EC Regionals,https://www.sailing.org.za/events/336455,2026-05-23,2026-05-27,>ORC EC Regionals,,,,,,,,,,,,336455,,,False
Vasco Da Gama Ocean Race 2026,https://www.sailing.org.za/events/287148,2026-05-23,2026-05-24,>Vasco Da Gama Ocean Race 2026,,,,,,,,,,,,287148,,,False
SA Sailing EC AGM,https://www.sailing.org.za/events/344358,2026-05-23,2026-05-23,>SA Sailing EC AGM,,,,,,,,,,,,344358,,,False
SA Sailing WC AGM,https://www.sailing.org.za/events/343442,2026-06-01,2026-06-01,>SA Sailing WC AGM,,,,,,,,,,,,343442,,,False
2026 SA Sailing Free State AGM,https://www.sailing.org.za/events/344367,2026-06-10,2026-06-10,>2026 SA Sailing Free State AGM,,,,,,,,,,,,344367,,,False
TuziTekwini Ocean Race 2026,https://www.revolutionise.com.au/ksyc/events/336792,2026-06-12,2026-06-14,"target=""_blank""",,,,,,,,,,,,,revolutionise,336792,False
"2026 SA Sailing NR (Limpopo, Mpumalanga, Northwest) AGM",https://www.sailing.org.za/events/344365,2026-06-14,2026-06-14,">2026 SA Sailing NR (Limpopo, Mpumalanga, Northwest) AGM",,,,,,,,,,,,344365,,,False
2026 SA Sailing Gauteng AGM,https://www.sailing.org.za/events/344366,2026-06-17,2026-06-17,>2026 SA Sailing Gauteng AGM,,,,,,,,,,,,344366,,,False
2026 SA Sailing KZN AGM,https://www.sailing.org.za/events/297525,2026-06-29,2026-06-29,>2026 SA Sailing KZN AGM,,,,,,,,,,,,297525,,,False
2026 Flying 15 Nationals,https://www.sailing.org.za/events/344425,2026-07-18,2026-07-19,>2026 Flying 15 Nationals,,,,,,,,,,,,344425,,,False
PYC Jonsson Cup,https://www.sailing.org.za/events/344426,2026-08-15,2026-08-16,>PYC Jonsson Cup,,,,,,,,,,,,344426,,,False
SA Sailing National AGM,https://www.sailing.org.za/events/343790,2026-08-27,2026-08-27,>SA Sailing National AGM,,,,,,,,,,,,343790,,,False
2026 Gauteng dinghy provincials championships,https://www.stilbaaiyachtclub.co.za/events/342377,2026-09-05,2026-09-06,"target=""_blank""",,,,,,,,,,,,,www_stilbaaiyachtclub_co_za,342377,False
2026 Bart&#039;s Bash,https://www.sailing.org.za/events/344435,2026-09-06,2026-09-06,>2026 Bart&#039;s Bash,,,,,,,,,,,,344435,,,False
505 Nationals,https://www.sailing.org.za/events/344427,2026-09-24,2026-09-27,>505 Nationals,,,,,,,,,,,,344427,,,False
2026 DF 95 Global Championship,https://www.sailing.org.za/events/337481,2026-10-17,2026-10-23,>2026 DF 95 Global Championship,,,,,,,,,,,,337481,,,False
2026 USSA Sailing Championships,https://www.sailing.org.za/events/344430,2026-12-09,2026-12-15,>2026 USSA Sailing Championships,,,,,,,,,,,,344430,,,False
2026 SA Sailing Youth National Championship,https://www.sailing.org.za/events/324956,2026-12-16,2026-12-21,>2026 SA Sailing Youth National Championship,,,,,,,,,,,,324956,,,False
29er Nationals,https://www.sailing.org.za/events/297902,2027-04-25,2027-04-27,>29er Nationals,,,,,,,,,,,,297902,,,False
TuziTekwini Ocean Race 2027,https://www.revolutionise.com.au/ksyc/events/337130,2027-06-11,2027-06-13,"target=""_blank""",,,,,,,,,,,,,revolutionise,337130,False
2025 Tour de Vlei,https://www.revolutionise.com.au/vogelvleiyc/events/283726,,,"target=""_blank""",,,,,,,,,,,,,revolutionise,283726,True
MSC Week 2025,https://www.sailing.org.za/events/281416,,,>MSC Week 2025,,,,,,,,,,,,281416,,,True
2022 SA SAILING YOUTH NATIONAL CHAMPIONSHIP,https://www.stilbaaiyachtclub.co.za/events/140079,,,"target=""_blank""",,,,,,,,,,,,,www_stilbaaiyachtclub_co_za,140079,True
Stilbaai Yacht Club - 2022 S A Sailing Youth Nationals,https://www.sailing.org.za/events/156449,,,>Stilbaai Yacht Club - 2022 S A Sailing Youth Nationals,,,,,,,,,,,,156449,,,True
SA Sailing Instructor Course - ITSA2204-D,https://www.sailing.org.za/events/132105,,,>SA Sailing Instructor Course - ITSA2204-D,,,,,,,,,,,,132105,,,True
RNYC Memorial Regatta,https://www.sailing.org.za/events/133643,,,>RNYC Memorial Regatta,,,,,,,,,,,,133643,,,True
PYC Bar Anniversary Mug,https://www.sailing.org.za/events/129343,,,>PYC Bar Anniversary Mug,,,,,,,,,,,,129343,,,True
Midlands Sailing School - Learn to Sail Camp,https://www.sailing.org.za/events/121058,,,>Midlands Sailing School - Learn to Sail Camp,,,,,,,,,,,,121058,,,True
Learn to Sail Camp,https://www.revolutionise.com.au/midlandsss/events/115850,,,"target=""_blank""",,,,,,,,,,,,,revolutionise,115850,True
Midlands Sailing School - Learn to Sail Camp,https://www.sailing.org.za/events/121056,,,>Midlands Sailing School - Learn to Sail Camp,,,,,,,,,,,,121056,,,True
Learn to Sail Camp,https://www.revolutionise.com.au/midlandsss/events/85658,,,"target=""_blank""",,,,,,,,,,,,,revolutionise,85658,True
Midlands Sailing School - Learn to Sail Camp,https://www.sailing.org.za/events/121055,,,>Midlands Sailing School - Learn to Sail Camp,,,,,,,,,,,,121055,,,True
Learn to Sail Camp,https://www.revolutionise.com.au/midlandsss/events/85657,,,"target=""_blank""",,,,,,,,,,,,,revolutionise,85657,True
Midlands Sailing School - Learn to Sail Camp,https://www.sailing.org.za/events/121057,,,>Midlands Sailing School - Learn to Sail Camp,,,,,,,,,,,,121057,,,True
SA Sailing Instructor Course - ITSA2110-D,https://www.sailing.org.za/events/111547,,,>SA Sailing Instructor Course - ITSA2110-D,,,,,,,,,,,,111547,,,True
Redhouse Yacht Club - 2020 Finn &amp; Laser National Championships,https://www.sailing.org.za/events/61447,,,>Redhouse Yacht Club - 2020 Finn &amp; Laser National Championships,,,,,,,,,,,,61447,,,True
Hermanus Yacht Club - SA Sailing WC Dinghy Championships 2020,https://www.sailing.org.za/events/62062,,,>Hermanus Yacht Club - SA Sailing WC Dinghy Championships 2020,,,,,,,,,,,,62062,,,True
RS Tera Worlds,https://www.sailing.org.za/events/48495,,,>RS Tera Worlds,,,,,,,,,,,,48495,,,True
Class Association Affiliation 2019-2020,https://www.sailing.org.za/events/44691,,,>Class Association Affiliation 2019-2020,,,,,,,,,,,,44691,,,True
Hobie Tiger National Championship,https://www.sailing.org.za/events/44245,,,>Hobie Tiger National Championship,,,,,,,,,,,,44245,,,True
Admirals Regatta,https://www.sailing.org.za/events/61052,,,>Admirals Regatta,,,,,,,,,,,,61052,,,True
Hull Inspection,https://www.sailing.org.za/events/44071,,,>Hull Inspection,,,,,,,,,,,,44071,,,True
Regatta and Race Management Workshop,https://www.sailing.org.za/events/51107,2019-05-25,2019-05-26,>Regatta and Race Management Workshop,,,,,,,,,,,,51107,,,True
Regional AGM -NR,https://www.sailing.org.za/events/41868,2019-06-08,2019-06-08,>Regional AGM -NR,,,,,,,,,,,,41868,,,True
Regional AGM -WC,https://www.sailing.org.za/events/41869,2019-06-10,2019-06-10,>Regional AGM -WC,,,,,,,,,,,,41869,,,True
Regional AGM -EC,https://www.sailing.org.za/events/41870,2019-06-22,2019-06-22,>Regional AGM -EC,,,,,,,,,,,,41870,,,True
Regional AGM -KZN,https://www.sailing.org.za/events/41867,2019-06-22,2019-06-22,>Regional AGM -KZN,,,,,,,,,,,,41867,,,True
MSC Week,https://www.sailing.org.za/events/44391,2019-07-01,2019-07-05,>MSC Week,,,,,,,,,,,,44391,,,True
L26 Nationals,https://www.sailing.org.za/events/44597,2019-07-01,2019-07-05,>L26 Nationals,,,,,,,,,,,,44597,,,True
J22 Regionals,https://www.sailing.org.za/events/44598,2019-07-01,2019-07-05,>J22 Regionals,,,,,,,,,,,,44598,,,True
Sailing Youth World Championships 2019,https://www.sailing.org.za/events/41877,2019-07-13,2019-07-19,>Sailing Youth World Championships 2019,,,,,,,,,,,,41877,,,True
SASKZN Grandslam,https://www.sailing.org.za/events/44600,2019-07-20,2019-07-21,>SASKZN Grandslam,,,,,,,,,,,,44600,,,True
SASWC Intasure Interschools Dinghy Regatta,https://www.sailing.org.za/events/44262,2019-07-27,2019-07-28,>SASWC Intasure Interschools Dinghy Regatta,,,,,,,,,,,,44262,,,True
SASNR Club Safety Workshop and Surveyors Course,https://www.sailing.org.za/events/45522,2019-07-27,2019-07-28,>SASNR Club Safety Workshop and Surveyors Course,,,,,,,,,,,,45522,,,True
Lipton Challenge Cup,https://www.sailing.org.za/events/44242,2019-08-04,2019-08-10,>Lipton Challenge Cup,,,,,,,,,,,,44242,,,True
SASNR Combined Keelboat  Provincials,https://www.sailing.org.za/events/42167,2019-08-09,2019-08-11,>SASNR Combined Keelboat  Provincials,,,,,,,,,,,,42167,,,True
Safety Boat Operators Course,https://www.sailing.org.za/events/41873,2019-08-17,2019-08-18,>Safety Boat Operators Course,,,,,,,,,,,,41873,,,True
Safety Boat Operators Course SBSAYF0919,https://www.sailing.org.za/events/41874,2019-08-17,2019-08-18,>Safety Boat Operators Course SBSAYF0919,,,,,,,,,,,,41874,,,True
SASNR Dabchick Provincials,https://www.sailing.org.za/events/46168,2019-08-17,2019-08-18,>SASNR Dabchick Provincials,,,,,,,,,,,,46168,,,True
TSL League Round One,https://www.sailing.org.za/events/45705,2019-08-17,2019-08-17,>TSL League Round One,,,,,,,,,,,,45705,,,True
SASKZN Interschools Regatta 2019,https://www.sailing.org.za/events/44393,2019-08-24,2019-08-25,>SASKZN Interschools Regatta 2019,,,,,,,,,,,,44393,,,True
SA Sailing National AGM,https://www.sailing.org.za/events/44389,2019-08-24,2019-08-24,>SA Sailing National AGM,,,,,,,,,,,,44389,,,True
SASNR Spring Grand Slam and Dinghy Provincials,https://www.sailing.org.za/events/42166,2019-09-07,2019-09-08,>SASNR Spring Grand Slam and Dinghy Provincials,,,,,,,,,,,,42166,,,True
Southern Charter Classic #1,https://www.sailing.org.za/events/44253,2019-09-07,2019-09-08,>Southern Charter Classic #1,,,,,,,,,,,,44253,,,True
Social Team Sailing,https://www.sailing.org.za/events/49604,2019-09-07,2019-09-07,>Social Team Sailing,,,,,,,,,,,,49604,,,True
KZN Team Sailing League,https://www.sailing.org.za/events/46352,2019-09-14,2019-09-14,>KZN Team Sailing League,,,,,,,,,,,,46352,,,True
SA Sailing Instructor Course - ISSA0919,https://www.sailing.org.za/events/41872,2019-09-21,2019-09-24,>SA Sailing Instructor Course - ISSA0919,,,,,,,,,,,,41872,,,True
SASNR Hobie Tiger Provincials,https://www.sailing.org.za/events/42205,2019-09-21,2019-09-24,>SASNR Hobie Tiger Provincials,,,,,,,,,,,,42205,,,True
Sonnet National Championship,https://www.sailing.org.za/events/44243,2019-09-21,2019-09-24,>Sonnet National Championship,,,,,,,,,,,,44243,,,True
Eastern Cape Championships,https://www.sailing.org.za/events/44454,2019-09-21,2019-09-24,>Eastern Cape Championships,,,,,,,,,,,,44454,,,True
TSL League Round Two,https://www.sailing.org.za/events/45952,2019-09-21,2019-09-22,>TSL League Round Two,,,,,,,,,,,,45952,,,True
SA Sailing Instructor Course - IMSS0919-D,https://www.sailing.org.za/events/41871,2019-09-24,2019-09-24,>SA Sailing Instructor Course - IMSS0919-D,,,,,,,,,,,,41871,,,True
Mossel Bay Race,https://www.sailing.org.za/events/44397,2019-09-27,2019-09-29,>Mossel Bay Race,,,,,,,,,,,,44397,,,True
2019 International One Meter NR Provincials,https://www.sailing.org.za/events/51241,2019-09-28,2019-09-29,>2019 International One Meter NR Provincials,,,,,,,,,,,,51241,,,True
GLYC Interclub Regatta,https://www.sailing.org.za/events/44398,2019-10-05,2019-10-06,>GLYC Interclub Regatta,,,,,,,,,,,,44398,,,True
SAS NR Dart 18 Provincial championships,https://www.sailing.org.za/events/50551,2019-10-12,2019-10-13,>SAS NR Dart 18 Provincial championships,,,,,,,,,,,,50551,,,True
Tour De Vlei,https://www.sailing.org.za/events/44395,2019-10-12,2019-10-13,>Tour De Vlei,,,,,,,,,,,,44395,,,True
KZN Team Sailing Social,https://www.sailing.org.za/events/50083,2019-10-12,2019-10-12,>KZN Team Sailing Social,,,,,,,,,,,,50083,,,True
KZN Team Sailing League,https://www.sailing.org.za/events/50086,2019-10-13,2019-10-13,>KZN Team Sailing League,,,,,,,,,,,,50086,,,True
Safety Boat Operators Course SBZVYC1019,https://www.sailing.org.za/events/52451,2019-10-23,2019-10-24,>Safety Boat Operators Course SBZVYC1019,,,,,,,,,,,,52451,,,True
Regatta and Race Management Course,https://www.sailing.org.za/events/54325,2019-10-26,2019-10-27,>Regatta and Race Management Course,,,,,,,,,,,,54325,,,True
2019 Stadt 23 National championships,https://www.sailing.org.za/events/52784,2019-10-26,2019-10-27,>2019 Stadt 23 National championships,,,,,,,,,,,,52784,,,True
Safety Boat Operators Course SBSSW1119,https://www.sailing.org.za/events/51689,2019-11-02,2019-11-03,>Safety Boat Operators Course SBSSW1119,,,,,,,,,,,,51689,,,True
TSL League Round Three,https://www.sailing.org.za/events/45953,2019-11-02,2019-11-02,>TSL League Round Three,,,,,,,,,,,,45953,,,True
KZN Team Sailing Social,https://www.sailing.org.za/events/50087,2019-11-09,2019-11-09,>KZN Team Sailing Social,,,,,,,,,,,,50087,,,True
KZN Team Sailing League,https://www.sailing.org.za/events/50360,2019-11-10,2019-11-10,>KZN Team Sailing League,,,,,,,,,,,,50360,,,True
Westcoast Offshore Regatta,https://www.sailing.org.za/events/44396,2019-11-22,2019-11-23,>Westcoast Offshore Regatta,,,,,,,,,,,,44396,,,True
SA Sailing KZN Halcat Regional Championships 2019,https://www.sailing.org.za/events/52381,2019-11-23,2019-11-24,>SA Sailing KZN Halcat Regional Championships 2019,,,,,,,,,,,,52381,,,True
Southern Charter Classic # 2,https://www.sailing.org.za/events/44255,2019-11-30,2019-12-01,>Southern Charter Classic # 2,,,,,,,,,,,,44255,,,True
CTRW RCYC,https://www.sailing.org.za/events/44401,2019-12-06,2019-12-08,>CTRW RCYC,,,,,,,,,,,,44401,,,True
KZN Team Sailing Social,https://www.sailing.org.za/events/55769,2019-12-07,2019-12-07,>KZN Team Sailing Social,,,,,,,,,,,,55769,,,True
KZN Team Sailing League,https://www.sailing.org.za/events/55770,2019-12-08,2019-12-08,>KZN Team Sailing League,,,,,,,,,,,,55770,,,True
SA Sailing Instructor Course - ITSA1219,https://www.sailing.org.za/events/53078,2019-12-10,2019-12-13,>SA Sailing Instructor Course - ITSA1219,,,,,,,,,,,,53078,,,True
TSL League Round Four,https://www.sailing.org.za/events/45954,2019-12-11,2019-12-11,>TSL League Round Four,,,,,,,,,,,,45954,,,True
SA Sailing Youth National Championship 2019,https://www.revolutionise.com.au/theewatersports/events/55541,2019-12-14,2019-12-19,"target=""_blank""",,,,,,,,,,,,,revolutionise,55541,True
Theewater Sports Club - SA Sailing Youth National Championship 2019,https://www.sailing.org.za/events/55929,2019-12-14,2019-12-19,>Theewater Sports Club - SA Sailing Youth National Championship 2019,,,,,,,,,,,,55929,,,True
TSL Inter School National Championships 2019,https://www.sailing.org.za/events/54420,2019-12-14,2019-12-14,>TSL Inter School National Championships 2019,,,,,,,,,,,,54420,,,True
Mirror National Championships 2019,https://www.revolutionise.com.au/theewatersports/events/55554,2019-12-20,2019-12-20,"target=""_blank""",,,,,,,,,,,,,revolutionise,55554,True
Theewater Sports Club - Mirror National Championships 2019,https://www.sailing.org.za/events/55928,2019-12-20,2019-12-20,>Theewater Sports Club - Mirror National Championships 2019,,,,,,,,,,,,55928,,,True
Application: Day Skipper Sailing with School Examination (non-members),https://www.sailing.org.za/events/80776,2020-01-01,2021-04-15,>Application: Day Skipper Sailing with School Examination (non-members),,,,,,,,,,,,80776,,,True
Application: Replacement of a lost Certificate of Competence,https://www.sailing.org.za/events/96115,2020-01-01,2021-04-15,>Application: Replacement of a lost Certificate of Competence,,,,,,,,,,,,96115,,,True
Senior Race Coach Accreditation RPL application.,https://www.sailing.org.za/events/67166,2020-01-01,2020-12-31,>Senior Race Coach Accreditation RPL application.,,,,,,,,,,,,67166,,,True
Senior Instructor Accreditation Renewal application.,https://www.sailing.org.za/events/66049,2020-01-01,2020-12-31,>Senior Instructor Accreditation Renewal application.,,,,,,,,,,,,66049,,,True
1st Start Cape to Rio 2020,https://www.sailing.org.za/events/44402,2020-01-02,2020-01-02,>1st Start Cape to Rio 2020,,,,,,,,,,,,44402,,,True
KZN Team Sailing Social,https://www.sailing.org.za/events/50362,2020-01-11,2020-01-11,>KZN Team Sailing Social,,,,,,,,,,,,50362,,,True
2nd Start Cape to Rio 2020,https://www.sailing.org.za/events/44403,2020-01-11,2020-01-11,>2nd Start Cape to Rio 2020,,,,,,,,,,,,44403,,,True
KZN Team Sailing League,https://www.sailing.org.za/events/50365,2020-01-12,2020-01-12,>KZN Team Sailing League,,,,,,,,,,,,50365,,,True
Henley Midmar Yacht Club - Sailing KZN Hunter Regional Championships 2020,https://www.sailing.org.za/events/59161,2020-01-18,2020-01-19,>Henley Midmar Yacht Club - Sailing KZN Hunter Regional Championships 2020,,,,,,,,,,,,59161,,,True
Round Robin Island Regatta,https://www.sailing.org.za/events/44404,2020-01-18,2020-01-18,>Round Robin Island Regatta,,,,,,,,,,,,44404,,,True
Safety Boat Operators Course SBSB0120,https://www.sailing.org.za/events/56165,2020-01-25,2020-01-26,>Safety Boat Operators Course SBSB0120,,,,,,,,,,,,56165,,,True
SASNR L26 Provincial championships,https://www.sailing.org.za/events/55057,2020-01-25,2020-01-26,>SASNR L26 Provincial championships,,,,,,,,,,,,55057,,,True
PSC Charity Regatta,https://www.sailing.org.za/events/58672,2020-01-25,2020-01-26,>PSC Charity Regatta,,,,,,,,,,,,58672,,,True
Fling Regatta,https://www.sailing.org.za/events/44405,2020-01-31,2020-02-02,>Fling Regatta,,,,,,,,,,,,44405,,,True
LDYC Round the Island Race,https://www.sailing.org.za/events/58670,2020-01-31,2020-02-02,>LDYC Round the Island Race,,,,,,,,,,,,58670,,,True
Safety Boat Operators Course SBZYC0220,https://www.sailing.org.za/events/56167,2020-02-08,2020-02-09,>Safety Boat Operators Course SBZYC0220,,,,,,,,,,,,56167,,,True
Southern Charter Classic # 3,https://www.sailing.org.za/events/44256,2020-02-08,2020-02-09,>Southern Charter Classic # 3,,,,,,,,,,,,44256,,,True
SASNR NW champs,https://www.sailing.org.za/events/58668,2020-02-08,2020-02-09,>SASNR NW champs,,,,,,,,,,,,58668,,,True
SASNR NW champs,https://www.sailing.org.za/events/58669,2020-02-15,2020-02-16,>SASNR NW champs,,,,,,,,,,,,58669,,,True
WC Hobie 14 Provincials,https://www.sailing.org.za/events/61050,2020-02-15,2020-02-16,>WC Hobie 14 Provincials,,,,,,,,,,,,61050,,,True
SASKZN 9 Hour Endurance Regatta,https://www.sailing.org.za/events/59956,2020-02-15,2020-02-15,>SASKZN 9 Hour Endurance Regatta,,,,,,,,,,,,59956,,,True
SASKZN Interclub Team Sailing Challenge,https://www.sailing.org.za/events/44602,2020-02-16,2020-02-16,>SASKZN Interclub Team Sailing Challenge,,,,,,,,,,,,44602,,,True
Mykonos Offshore Regatta,https://www.sailing.org.za/events/44407,2020-02-21,2020-02-22,>Mykonos Offshore Regatta,,,,,,,,,,,,44407,,,True
SASNR Autumn Grand Slam,https://www.sailing.org.za/events/58673,2020-02-22,2020-02-23,>SASNR Autumn Grand Slam,,,,,,,,,,,,58673,,,True
SA Sailing Instructor Course - ISSA0220-D,https://www.sailing.org.za/events/58340,2020-02-28,2020-03-02,>SA Sailing Instructor Course - ISSA0220-D,,,,,,,,,,,,58340,,,True
TP52 Event One,https://www.sailing.org.za/events/56693,2020-03-01,2020-03-06,>TP52 Event One,,,,,,,,,,,,56693,,,True
SASKZN Interschool Team sailing,https://www.sailing.org.za/events/44604,2020-03-07,2020-03-08,>SASKZN Interschool Team sailing,,,,,,,,,,,,44604,,,True
KZN Team Sailing Social,https://www.sailing.org.za/events/50368,2020-03-07,2020-03-07,>KZN Team Sailing Social,,,,,,,,,,,,50368,,,True
KZN Team Sailing League,https://www.sailing.org.za/events/50369,2020-03-08,2020-03-08,>KZN Team Sailing League,,,,,,,,,,,,50369,,,True
Cape 31 Invitational Regatta,https://www.sailing.org.za/events/44408,2020-03-12,2020-03-15,>Cape 31 Invitational Regatta,,,,,,,,,,,,44408,,,True
Safety Boat Operators Course SBMSS0320,https://www.sailing.org.za/events/56169,2020-03-14,2020-03-15,>Safety Boat Operators Course SBMSS0320,,,,,,,,,,,,56169,,,True
SASKZN Grand Slam Regatta - Midmar,https://www.sailing.org.za/events/44390,2020-03-21,2020-03-22,>SASKZN Grand Slam Regatta - Midmar,,,,,,,,,,,,44390,,,True
Eden District Interschools Regatta,https://www.sailing.org.za/events/44399,2020-03-21,2020-03-22,>Eden District Interschools Regatta,,,,,,,,,,,,44399,,,True
TP52 Event Two,https://www.sailing.org.za/events/56694,2020-03-30,2020-04-06,>TP52 Event Two,,,,,,,,,,,,56694,,,True
Certificate of Listing (2022),https://www.sailing.org.za/events/137846,2020-04-01,2022-12-31,>Certificate of Listing (2022),,,,,,,,,,,,137846,,,True
Apply: Skipper&#039;s Ticket (SA Sailing Exams/ICC&#039;s/CASA Conversions or Replacement/Lost) 2022,https://www.sailing.org.za/events/137847,2020-04-01,2022-12-31,>Apply: Skipper&#039;s Ticket (SA Sailing Exams/ICC&#039;s/CASA Conversions or Replacement/Lost) 2022,,,,,,,,,,,,137847,,,True
SA Sailing Athlete Status Confirmation,https://www.sailing.org.za/events/68683,2020-04-01,2022-03-31,>SA Sailing Athlete Status Confirmation,,,,,,,,,,,,68683,,,True
SA Sailing WC Dinghy Championships 2020,https://www.revolutionise.com.au/hermanus/events/60046,2020-04-10,2020-04-13,"target=""_blank""",,,,,,,,,,,,,revolutionise,60046,True
Inter-varsity Team Sailing Regatta,https://www.sailing.org.za/events/50554,2020-04-17,2020-04-18,>Inter-varsity Team Sailing Regatta,,,,,,,,,,,,50554,,,True
SASWC Interschools Regatta,https://www.sailing.org.za/events/44412,2020-04-18,2020-04-19,>SASWC Interschools Regatta,,,,,,,,,,,,44412,,,True
SASKZN Grandslam - ZYC,https://www.sailing.org.za/events/44592,2020-05-01,2020-05-03,>SASKZN Grandslam - ZYC,,,,,,,,,,,,44592,,,True
KZN Team Sailing Social,https://www.sailing.org.za/events/50380,2020-05-09,2020-05-09,>KZN Team Sailing Social,,,,,,,,,,,,50380,,,True
KZN Team Sailing League,https://www.sailing.org.za/events/50389,2020-05-10,2020-05-10,>KZN Team Sailing League,,,,,,,,,,,,50389,,,True
SASKZN Inter varsity Team Sailing,https://www.sailing.org.za/events/44605,2020-05-18,2020-05-19,>SASKZN Inter varsity Team Sailing,,,,,,,,,,,,44605,,,True
Growing Sailing Series | Retaining Sailors,https://www.sailing.org.za/events/66707,2020-06-11,2020-06-11,>Growing Sailing Series | Retaining Sailors,,,,,,,,,,,,66707,,,True
SASKZN Grandslam - Durban,https://www.sailing.org.za/events/44606,2020-06-13,2020-06-14,>SASKZN Grandslam - Durban,,,,,,,,,,,,44606,,,True
Growing Sailing Series | Pathways,https://www.sailing.org.za/events/67771,2020-06-25,2020-06-25,>Growing Sailing Series | Pathways,,,,,,,,,,,,67771,,,True
Expression of interest 2020-2021 Youth Worlds Selection,https://www.sailing.org.za/events/66093,2020-06-30,2020-06-30,>Expression of interest 2020-2021 Youth Worlds Selection,,,,,,,,,,,,66093,,,True
